"gene_id","gene_name","t_stat","p_val","FDR"
"ENSG00000165476","REEP3",8.18747492485761,3.73429527024988e-11,2.47594445832625e-09
"ENSG00000136541","ERMN",8.18176789703238,3.81582480537709e-11,2.51562586459036e-09
"ENSG00000183283","DAZAP2",8.17764182892778,3.87587965859366e-11,2.54078145077188e-09
"ENSG00000204278","TMEM235",8.17402768798128,3.92926236198172e-11,2.56130512281314e-09
"ENSG00000135720","DYNC1LI2",8.16840372107007,4.01380267205716e-11,2.6017962236804e-09
"ENSG00000124374","PAIP2B",8.1629178058248,4.09802651937592e-11,2.62703876819441e-09
"ENSG00000165566","AMER2",8.15160123145699,4.27741277660406e-11,2.71206669108945e-09
"ENSG00000133256","PDE6B",8.14767986132819,4.3413944061307e-11,2.73767387469209e-09
"ENSG00000130150","MOSPD2",8.138963253686,4.48707749805228e-11,2.77692743490099e-09
"ENSG00000066468","FGFR2",8.1244211483387,4.74112696412287e-11,2.87591656801652e-09
"ENSG00000207955","AL359091.1",8.12304655546239,4.76587532435345e-11,2.87591656801652e-09
"ENSG00000179403","VWA1",8.11590647415406,4.89652732550517e-11,2.92144601524239e-09
"ENSG00000169562","GJB1",8.11431910701948,4.92605853360119e-11,2.92144601524239e-09
"ENSG00000196187","TMEM63A",8.10982983391205,5.01054756113947e-11,2.95113621075641e-09
"ENSG00000159228","CBR1",8.09890479231034,5.22228491186545e-11,3.0603117087058e-09
"ENSG00000188580","NKAIN2",8.09107784086176,5.37947758618499e-11,3.08748358149145e-09
"ENSG00000170775","GPR37",8.09062873559556,5.38863988506202e-11,3.08748358149145e-09
"ENSG00000227544","AC018647.1",8.08998993048111,5.40169927641786e-11,3.08748358149145e-09
"ENSG00000086205","FOLH1",8.08106323347665,5.58754977187228e-11,3.16485880101393e-09
"ENSG00000141458","NPC1",8.07912696482837,5.62870148048659e-11,3.16485880101393e-09
"ENSG00000167123","CERCAM",8.07830905888539,5.64617574601296e-11,3.16485880101393e-09
"ENSG00000049245","VAMP3",8.07669381347148,5.68084493359087e-11,3.1689828732911e-09
"ENSG00000171840","NINJ2",8.04213410417002,6.47601578890982e-11,3.56119484354126e-09
"ENSG00000186318","BACE1",8.03540061890097,6.64348461476223e-11,3.63605433891916e-09
"ENSG00000211584","SLC48A1",8.03308573029661,6.70205630758478e-11,3.64126600379276e-09
"ENSG00000117266","CDK18",8.03254662140902,6.71577113515168e-11,3.64126600379276e-09
"ENSG00000160781","PAQR6",8.01042747129829,7.30343401058988e-11,3.92322892707752e-09
"ENSG00000129538","RNASE1",7.97968552918675,8.20684515862805e-11,4.3481289669206e-09
"ENSG00000115808","STRN",7.96573965642711,8.65284205484756e-11,4.54293784445232e-09
"ENSG00000136960","ENPP2",7.95960674414297,8.85659620670209e-11,4.60821012494908e-09
"ENSG00000129515","SNX6",7.95776157264522,8.91883505837662e-11,4.61987692778321e-09
"ENSG00000076928","ARHGEF1",7.94541789716661,9.34663076965832e-11,4.77748708459672e-09
"ENSG00000109846","CRYAB",7.93156902144581,9.85113894412965e-11,4.96968544211897e-09
"ENSG00000103089","FA2H",7.92867332127289,9.96003236595207e-11,4.98130411819577e-09
"ENSG00000196547","MAN2A2",7.89941801692473,1.11302228713753e-10,5.47653492522406e-09
"ENSG00000168314","MOBP",7.89377835414503,1.13711810348551e-10,5.56708074039761e-09
"ENSG00000184014","DENND5A",7.88928122478165,1.15670669206223e-10,5.57430776689384e-09
"ENSG00000171368","TPPP",7.88902996421987,1.15781105905491e-10,5.57430776689384e-09
"ENSG00000154945","ANKRD40",7.88561193133037,1.17293979719416e-10,5.62381011026606e-09
"ENSG00000176381","PRR18",7.85991674232036,1.29320091579659e-10,6.09959765284056e-09
"ENSG00000167106","FAM102A",7.8531551651296,1.32685238296515e-10,6.1728488648164e-09
"ENSG00000164402","SEPTIN8",7.8445897879719,1.37074456680778e-10,6.31153582211409e-09
"ENSG00000124920","MYRF",7.83259432822286,1.43467145977735e-10,6.55373738102227e-09
"ENSG00000186522","SEPTIN10",7.82467731361044,1.47849211719796e-10,6.70115001400311e-09
"ENSG00000117691","NENF",7.81519238038044,1.53276151198547e-10,6.92009020372272e-09
"ENSG00000257365","FNTB",7.81358521532261,1.54215300626495e-10,6.93550439212878e-09
"ENSG00000197971","MBP",7.80842394538907,1.5727048048585e-10,7.02201100813587e-09
"ENSG00000144283","PKP4",7.80826062261394,1.57368142387219e-10,7.02201100813587e-09
"ENSG00000108381","ASPA",7.79891942101594,1.63056248418347e-10,7.19369448820562e-09
"ENSG00000169554","ZEB2",7.78950106405687,1.690000151104e-10,7.3996497182112e-09
"ENSG00000250722","SELENOP",7.77492090834698,1.78632499715288e-10,7.70510369589772e-09
"ENSG00000008294","SPAG9",7.74185123635218,2.02569397780742e-10,8.46709975767964e-09
"ENSG00000179178","TMEM125",7.74007339684645,2.03943700845205e-10,8.46709975767964e-09
"ENSG00000118298","CA14",7.73920557753378,2.04617931048225e-10,8.46709975767964e-09
"ENSG00000128242","GAL3ST1",7.7384084407575,2.05239214293705e-10,8.46709975767964e-09
"ENSG00000005893","LAMP2",7.70900263866078,2.29528472774973e-10,9.34462761265969e-09
"ENSG00000173327","MAP3K11",7.70780748772694,2.30574408067749e-10,9.35438761122411e-09
"ENSG00000141338","ABCA8",7.70359459469647,2.34299552398985e-10,9.44130540533527e-09
"ENSG00000104529","EEF1D",7.69597276869644,2.41192869182384e-10,9.61704763272576e-09
"ENSG00000198121","LPAR1",7.67386359825063,2.62360148995324e-10,1.03543020707236e-08
"ENSG00000174607","UGT8",7.67276233825046,2.63461859733771e-10,1.03625354525117e-08
"ENSG00000102934","PLLP",7.66827106452116,2.6800317652913e-10,1.04701712365909e-08
"ENSG00000113269","RNF130",7.66125350780735,2.75256434586446e-10,1.06460013683551e-08
"ENSG00000262223","AC110285.1",7.64335328207806,2.94661054083253e-10,1.12836706618085e-08
"ENSG00000124126","PREX1",7.6412115695161,2.97072718143289e-10,1.13386011467651e-08
"ENSG00000108639","SYNGR2",7.63460606465534,3.04636058067399e-10,1.15777497603042e-08
"ENSG00000164124","TMEM144",7.63400473651377,3.05334088309325e-10,1.15777497603042e-08
"ENSG00000242808","SOX2-OT",7.62417630369123,3.16972859903544e-10,1.19023821794849e-08
"ENSG00000148180","GSN",7.61695533672194,3.25806140134381e-10,1.21311767849282e-08
"ENSG00000152700","SAR1B",7.61663596878527,3.26202461165008e-10,1.21311767849282e-08
"ENSG00000080819","CPOX",7.61102445443823,3.33245409838774e-10,1.23535031640872e-08
"ENSG00000073417","PDE8A",7.59638892116033,3.52339304785278e-10,1.29301815466526e-08
"ENSG00000170271","FAXDC2",7.59579670778257,3.53134577093916e-10,1.29301815466526e-08
"ENSG00000084453","SLCO1A2",7.59570395878082,3.53259290725577e-10,1.29301815466526e-08
"ENSG00000141524","TMC6",7.56179776335656,4.01937729559994e-10,1.44341949223624e-08
"ENSG00000133835","HSD17B4",7.56106697081148,4.03057757032268e-10,1.44341949223624e-08
"ENSG00000049089","COL9A2",7.55316572492819,4.15368771738855e-10,1.48293041799567e-08
"ENSG00000170584","NUDCD2",7.53322505844817,4.48139022757656e-10,1.57568396395669e-08
"ENSG00000151552","QDPR",7.52767851869691,4.57705891280183e-10,1.59962694473613e-08
"ENSG00000148541","FAM13C",7.5213632088056,4.68847983557085e-10,1.63364659255641e-08
"ENSG00000109099","PMP22",7.51304281661863,4.83943309702979e-10,1.6696913049559e-08
"ENSG00000005513","SOX8",7.50919301987525,4.91091557135043e-10,1.68463251989756e-08
"ENSG00000183960","KCNH8",7.50482685467306,4.99326606457121e-10,1.70402547491823e-08
"ENSG00000157978","LDLRAP1",7.49440874957151,5.19539119210442e-10,1.76263520473648e-08
"ENSG00000198740","ZNF652",7.47699695593943,5.55165410949112e-10,1.86207785446109e-08
"ENSG00000163517","HDAC11",7.47694784798311,5.55269273156544e-10,1.86207785446109e-08
"ENSG00000114541","FRMD4B",7.4666418401848,5.77502297569725e-10,1.91884778033467e-08
"ENSG00000060237","WNK1",7.45605336073439,6.01273143401126e-10,1.98762743102087e-08
"ENSG00000177156","TALDO1",7.45298795146,6.08335966879371e-10,2.0052619953697e-08
"ENSG00000112893","MAN2A1",7.44890957643702,6.1786160801167e-10,2.02515486942356e-08
"ENSG00000150656","CNDP1",7.44239559056231,6.33386601296495e-10,2.05859516382163e-08
"ENSG00000122545","SEPTIN7",7.42872677788795,6.67244903632804e-10,2.14461014317214e-08
"ENSG00000010278","CD9",7.41065398046462,7.14808961999826e-10,2.26610065193551e-08
"ENSG00000213186","TRIM59",7.40884671715155,7.19748092830775e-10,2.27554144989523e-08
"ENSG00000115468","EFHD1",7.40484351668932,7.30810529288523e-10,2.2856050057506e-08
"ENSG00000099331","MYO9B",7.4029489387047,7.36105163212254e-10,2.29597532493327e-08
"ENSG00000141934","PLPP2",7.39951412463327,7.45802254394368e-10,2.31117133559267e-08
"ENSG00000166086","JAM3",7.39910958344087,7.46952728473024e-10,2.31117133559267e-08
"ENSG00000114019","AMOTL2",7.39400503781583,7.61623041161014e-10,2.33914197475321e-08
"ENSG00000092421","SEMA6A",7.38578526291485,7.85854816073457e-10,2.39954563971061e-08
"ENSG00000128283","CDC42EP1",7.35866891929462,8.71398595567734e-10,2.63303070426365e-08
"ENSG00000154642","C21orf91",7.3542557648085,8.86176814256781e-10,2.67072975995362e-08
"ENSG00000224795","NTM-AS1",7.34840978583888,9.06139895453941e-10,2.68898752095961e-08
"ENSG00000155111","CDK19",7.34549977462387,9.16244217874837e-10,2.71203613775555e-08
"ENSG00000176058","TPRN",7.34462326593684,9.19309719257197e-10,2.71418592176622e-08
"ENSG00000169813","HNRNPF",7.34176258989755,9.29386222336513e-10,2.72419551267884e-08
"ENSG00000275832","ARHGAP23",7.34099989227874,9.320913716569e-10,2.72419551267884e-08
"ENSG00000039319","ZFYVE16",7.33183434406343,9.6522266986841e-10,2.80688687681282e-08
"ENSG00000073921","PICALM",7.33055569278409,9.69937398692269e-10,2.8135459092566e-08
"ENSG00000100842","EFS",7.32492450030975,9.90976787743887e-10,2.86185479133124e-08
"ENSG00000103540","CCP110",7.32477956485241,9.91524283474237e-10,2.86185479133124e-08
"ENSG00000133056","PIK3C2B",7.31117567732161,1.04428361616328e-09,2.99180809835617e-08
"ENSG00000152910","CNTNAP4",7.30094382609729,1.08580773717314e-09,3.08789881725979e-08
"ENSG00000130175","PRKCSH",7.29797591308873,1.09815863569979e-09,3.11538744499379e-08
"ENSG00000143418","CERS2",7.2778947551939,1.18549968412197e-09,3.30657520068924e-08
"ENSG00000138760","SCARB2",7.26299839800884,1.25474857043665e-09,3.44996390113185e-08
"ENSG00000129422","MTUS1",7.24860805995315,1.32548426948616e-09,3.62726273086036e-08
"ENSG00000110315","RNF141",7.2427654192745,1.35532958218888e-09,3.69770883855621e-08
"ENSG00000135362","PRR5L",7.24056179464841,1.3667598318792e-09,3.70526035731177e-08
"ENSG00000122367","LDB3",7.23897367445479,1.37505716905694e-09,3.71906487938642e-08
"ENSG00000214253","FIS1",7.22464171083311,1.45225209817986e-09,3.86478924201397e-08
"ENSG00000175130","MARCKSL1",7.22244364801039,1.46446866565817e-09,3.87785412809279e-08
"ENSG00000070759","TESK2",7.2169958921525,1.49519140996853e-09,3.93394692287184e-08
"ENSG00000180891","CUEDC1",7.20694759954221,1.55355951787823e-09,4.05968822820944e-08
"ENSG00000100697","DICER1",7.20023491625525,1.59381575452667e-09,4.12791165173505e-08
"ENSG00000131386","GALNT15",7.19645916279534,1.61691567948773e-09,4.15671454274041e-08
"ENSG00000146122","DAAM2",7.18895570437888,1.66381984881638e-09,4.26165600569901e-08
"ENSG00000166173","LARP6",7.18299785101279,1.70202934559304e-09,4.34992213588458e-08
"ENSG00000164161","HHIP",7.1762638087093,1.74627391413115e-09,4.42402100997025e-08
"ENSG00000001084","GCLC",7.1748334212883,1.75581901875564e-09,4.4330231678228e-08
"ENSG00000129932","DOHH",7.17458703081293,1.75746846263767e-09,4.4330231678228e-08
"ENSG00000099194","SCD",7.16398870396639,1.82990399397703e-09,4.55630387169859e-08
"ENSG00000103978","TMEM87A",7.16035895577503,1.85539192269419e-09,4.60002403397878e-08
"ENSG00000164530","PI16",7.15406867063615,1.90040523820389e-09,4.69157488912334e-08
"ENSG00000167996","FTH1",7.15076027018306,1.92451655238832e-09,4.72096523411451e-08
"ENSG00000188153","COL4A5",7.14814573934533,1.94378712355765e-09,4.75817763599988e-08
"ENSG00000133805","AMPD3",7.13092013180332,2.07566172932068e-09,5.00064715562733e-08
"ENSG00000097007","ABL1",7.11404753490701,2.21349863934352e-09,5.27772491543548e-08
"ENSG00000139438","FAM222A",7.10274808436421,2.3108845811349e-09,5.4720803663078e-08
"ENSG00000177105","RHOG",7.10145936774074,2.32226012583102e-09,5.48781756415831e-08
"ENSG00000119280","C1orf198",7.09638263391235,2.36761967369106e-09,5.58363639712141e-08
"ENSG00000154864","PIEZO2",7.08828391863034,2.44181977884124e-09,5.7121844544143e-08
"ENSG00000125703","ATG4C",7.08599395414423,2.46321862966402e-09,5.73910155823124e-08
"ENSG00000012171","SEMA3B",7.07861987807084,2.53340808333951e-09,5.87653396781168e-08
"ENSG00000186417","GLDN",7.0782773221641,2.53671681055019e-09,5.87653396781168e-08
"ENSG00000115271","GCA",7.07778105623628,2.54151787404818e-09,5.87653396781168e-08
"ENSG00000184007","PTP4A2",7.06437971220565,2.67465742998735e-09,6.14535646735509e-08
"ENSG00000078804","TP53INP2",7.05940525460416,2.72583195187099e-09,6.21643540695253e-08
"ENSG00000104419","NDRG1",7.05800960225806,2.74036459953344e-09,6.21643540695253e-08
"ENSG00000134294","SLC38A2",7.0577480633941,2.74309655120201e-09,6.21643540695253e-08
"ENSG00000166394","CYB5R2",7.05614598675304,2.75989082033219e-09,6.23015820784326e-08
"ENSG00000115365","LANCL1",7.05539585494516,2.76778958361061e-09,6.23585680361824e-08
"ENSG00000119139","TJP2",7.04006227359756,2.93429177550817e-09,6.57270028401955e-08
"ENSG00000239922","AC092958.1",7.02711722226714,3.0826231461716e-09,6.85204528065692e-08
"ENSG00000137710","RDX",7.01381004083823,3.24291482963014e-09,7.16211491331729e-08
"ENSG00000168264","IRF2BP2",7.01162869066623,3.2699732714665e-09,7.17230621338862e-08
"ENSG00000065809","FAM107B",7.00199316143092,3.39222053557087e-09,7.37077432101662e-08
"ENSG00000176658","MYO1D",6.99204781589213,3.52318745971156e-09,7.57520507622639e-08
"ENSG00000130962","PRRG1",6.98416012966755,3.63063910547891e-09,7.75806731876092e-08
"ENSG00000167191","GPRC5B",6.98087476318997,3.67635454134435e-09,7.81259006286053e-08
"ENSG00000008282","SYPL1",6.97445917606271,3.76729057743148e-09,7.97661908210537e-08
"ENSG00000187775","DNAH17",6.97041932426845,3.82570148222874e-09,8.08553994504556e-08
"ENSG00000126860","EVI2A",6.96652669280095,3.88283918623418e-09,8.19137874143185e-08
"ENSG00000089041","P2RX7",6.93874459269907,4.31614935340831e-09,9.0072447747476e-08
"ENSG00000101265","RASSF2",6.92782868211732,4.49932769423227e-09,9.30582874085153e-08
"ENSG00000179104","TMTC2",6.91694702789545,4.68965574261665e-09,9.61379427236413e-08
"ENSG00000158859","ADAMTS4",6.9093735924304,4.82684428435028e-09,9.86018912523174e-08
"ENSG00000159713","TPPP3",6.8939762264747,5.11823528320561e-09,1.03461470367656e-07
"ENSG00000164171","ITGA2",6.88384561019591,5.31946676278947e-09,1.0734221364982e-07
"ENSG00000114993","RTKN",6.87842790057705,5.43030392307515e-09,1.09272581689268e-07
"ENSG00000130005","GAMT",6.87825090405178,5.43396359861309e-09,1.09272581689268e-07
"ENSG00000225140","AL358216.1",6.87176004063169,5.56988638228074e-09,1.11812096355715e-07
"ENSG00000149633","KIAA1755",6.86944958134306,5.61908345639187e-09,1.12604879696917e-07
"ENSG00000176046","NUPR1",6.86567470010092,5.70039767581511e-09,1.13841160468989e-07
"ENSG00000148204","CRB2",6.85764372218672,5.87732017641466e-09,1.1697177702734e-07
"ENSG00000064787","BCAS1",6.85543556576659,5.92691934179317e-09,1.17555632688592e-07
"ENSG00000106397","PLOD3",6.83730512287186,6.35028061764746e-09,1.24463354740817e-07
"ENSG00000119950","MXI1",6.82241892625818,6.72035052668236e-09,1.3105248262369e-07
"ENSG00000028528","SNX1",6.80719976233414,7.12095212594567e-09,1.38167905547404e-07
"ENSG00000079337","RAPGEF3",6.80122858191488,7.28455754242509e-09,1.40636807262493e-07
"ENSG00000128591","FLNC",6.79442056949567,7.47567167980119e-09,1.42899865734322e-07
"ENSG00000021300","PLEKHB1",6.7847778598535,7.75495206052941e-09,1.47509358620201e-07
"ENSG00000166016","ABTB2",6.76474516044667,8.36887194210032e-09,1.58666701215997e-07
"ENSG00000113732","ATP6V0E1",6.76187603702347,8.46068102407758e-09,1.60145647507948e-07
"ENSG00000079805","DNM2",6.73624620083336,9.32669084462584e-09,1.75963567268607e-07
"ENSG00000204580","DDR1",6.71798750432424,9.9970389387231e-09,1.87695214896447e-07
"ENSG00000130304","SLC27A1",6.71665716040242,1.00477186446987e-08,1.88038192636193e-07
"ENSG00000106829","TLE4",6.71202048881903,1.02263645468985e-08,1.91073281542131e-07
"ENSG00000100146","SOX10",6.70768037850902,1.03964531259676e-08,1.9393898009743e-07
"ENSG00000152689","RASGRP3",6.70689031375327,1.04277178438101e-08,1.94209968124765e-07
"ENSG00000196517","SLC6A9",6.69072720407189,1.10883130605601e-08,2.0519568810475e-07
"ENSG00000150510","FAM124A",6.6886256821901,1.11772139826238e-08,2.05855894984737e-07
"ENSG00000235823","OLMALINC",6.68728032748327,1.12344994336179e-08,2.06583037921186e-07
"ENSG00000115935","WIPF1",6.67188073780142,1.19114437654315e-08,2.16967789655104e-07
"ENSG00000185736","ADARB2",6.66387818876763,1.22791289588e-08,2.22616770795245e-07
"ENSG00000154678","PDE1C",6.66137410954652,1.23964893593357e-08,2.24393862771251e-07
"ENSG00000001461","NIPAL3",6.65696595633728,1.26058127603314e-08,2.27473165564736e-07
"ENSG00000112531","QKI",6.65363768848137,1.27661885279992e-08,2.29652845721512e-07
"ENSG00000147459","DOCK5",6.6408522311081,1.34014093681328e-08,2.39594072262628e-07
"ENSG00000167995","BEST1",6.62932824477686,1.40009060525286e-08,2.48352590176695e-07
"ENSG00000126878","AIF1L",6.61999338649112,1.45060596146727e-08,2.54635113024278e-07
"ENSG00000265972","TXNIP",6.61692349928702,1.46761233410102e-08,2.57231207138582e-07
"ENSG00000105519","CAPS",6.60829374199357,1.51649082034581e-08,2.63410823180725e-07
"ENSG00000183111","ARHGEF37",6.60013435738557,1.56419623122096e-08,2.70079893911559e-07
"ENSG00000104267","CA2",6.5783753316677,1.69885307080093e-08,2.91163843138895e-07
"ENSG00000166912","MTMR10",6.57683393604725,1.70881893697343e-08,2.92009221291645e-07
"ENSG00000157637","SLC38A10",6.57331638853316,1.73178026871947e-08,2.95497742028706e-07
"ENSG00000160307","S100B",6.56868249201367,1.76249862708728e-08,2.998573544002e-07
"ENSG00000077380","DYNC1I2",6.55221460787495,1.87612403363862e-08,3.18721334733659e-07
"ENSG00000123636","BAZ2B",6.54869214682081,1.90136019693166e-08,3.22536291885937e-07
"ENSG00000157734","SNX22",6.54512513211133,1.92726018858896e-08,3.25502182943198e-07
"ENSG00000264522","OTUD7B",6.54194810057062,1.95062429858259e-08,3.28491926508764e-07
"ENSG00000149798","CDC42EP2",6.54087295316979,1.95859473784073e-08,3.29356155698059e-07
