"gene_id","gene_name","t_stat","p_val","FDR"
"ENSG00000147533","GOLGA7",8.45637010724563,5.00437092293978e-12,2.21530211471906e-09
"ENSG00000184144","CNTN2",8.45209665626463,5.09174814203462e-12,2.21530211471906e-09
"ENSG00000065600","PACC1",8.39368848079699,6.45122610734791e-12,2.54151855563767e-09
"ENSG00000166091","CMTM5",8.39277117807944,6.47525360497452e-12,2.54151855563767e-09
"ENSG00000187164","SHTN1",8.38556670922123,6.66710985577389e-12,2.54151855563767e-09
"ENSG00000150867","PIP4K2A",8.38287524898329,6.74023662209423e-12,2.54151855563767e-09
"ENSG00000092529","CAPN3",8.30604130514518,9.20371802045103e-12,3.35846639507555e-09
"ENSG00000180929","GPR62",8.28501493059903,1.002306246129e-11,3.543152580066e-09
"ENSG00000091513","TF",8.25843640876694,1.11641480296376e-11,3.64859557155979e-09
"ENSG00000132702","HAPLN2",8.2577760799951,1.1194096428307e-11,3.64859557155979e-09
"ENSG00000224189","HAGLR",8.2556958143612,1.12889714466578e-11,3.64859557155979e-09
"ENSG00000165566","AMER2",8.24023598725632,1.20197521047867e-11,3.77687321692631e-09
"ENSG00000105695","MAG",8.19708914302522,1.43198197301585e-11,4.37799461587982e-09
"ENSG00000148826","NKX6-2",8.16829084900248,1.60954475385912e-11,4.77947773513965e-09
"ENSG00000006831","ADIPOR2",8.16250370065334,1.64780438181088e-11,4.77947773513965e-09
"ENSG00000188706","ZDHHC9",8.14223503466881,1.78912803562702e-11,5.05965408475322e-09
"ENSG00000070214","SLC44A1",8.09796387271988,2.14145752458636e-11,5.85820782529944e-09
"ENSG00000141540","TTYH2",8.08939633945918,2.21727465339972e-11,5.85820782529944e-09
"ENSG00000181409","AATK",8.08833359382269,2.22686471435534e-11,5.85820782529944e-09
"ENSG00000135924","DNAJB2",8.04343079097832,2.67236682148707e-11,6.87041215560494e-09
"ENSG00000137941","TTLL7",8.02306519646824,2.90283933716205e-11,7.29709301821714e-09
"ENSG00000198835","GJC2",7.98998940293521,3.32030321289603e-11,8.16505868353911e-09
"ENSG00000164402","SEPTIN8",7.97236333448767,3.56679047967766e-11,8.58458168215186e-09
"ENSG00000108387","SEPTIN4",7.96333753915401,3.70001579313768e-11,8.60628725999669e-09
"ENSG00000137221","TJAP1",7.96148494691361,3.72797096658272e-11,8.60628725999669e-09
"ENSG00000019144","PHLDB1",7.83268870769092,6.29172817707086e-11,1.42344058278051e-08
"ENSG00000117266","CDK18",7.8145879246161,6.77200768615597e-11,1.49798394598518e-08
"ENSG00000082996","RNF13",7.81047818367109,6.88606481534913e-11,1.49798394598518e-08
"ENSG00000176720","BOK",7.78101067570231,7.76213993654565e-11,1.65670428230574e-08
"ENSG00000211584","SLC48A1",7.76425536585605,8.3091166981667e-11,1.74060607573448e-08
"ENSG00000102934","PLLP",7.72286832510019,9.83112330040477e-11,2.02199394134871e-08
"ENSG00000170775","GPR37",7.64521370370509,1.34789493658511e-10,2.67498026713171e-08
"ENSG00000124126","PREX1",7.63197688585561,1.42238111347914e-10,2.76513789658308e-08
"ENSG00000151552","QDPR",7.62856933562422,1.4422130118317e-10,2.76513789658308e-08
"ENSG00000138760","SCARB2",7.6099069328082,1.55583233775569e-10,2.93326256744874e-08
"ENSG00000100399","CHADL",7.59974145755557,1.62144067418723e-10,3.00684211580426e-08
"ENSG00000124920","MYRF",7.56002148086019,1.90540313287691e-10,3.47643874824252e-08
"ENSG00000160781","PAQR6",7.55320587291192,1.95889921472638e-10,3.51731236777537e-08
"ENSG00000075539","FRYL",7.51262523560651,2.30996176936323e-10,4.0828574273495e-08
"ENSG00000126822","PLEKHG3",7.49547026021578,2.47665868282076e-10,4.31014815693361e-08
"ENSG00000172005","MAL",7.48739483178463,2.55923640670247e-10,4.38637609585127e-08
"ENSG00000103089","FA2H",7.47161524966958,2.72861612066106e-10,4.60688142640565e-08
"ENSG00000257365","FNTB",7.46006255791956,2.85968181863565e-10,4.70611885060249e-08
"ENSG00000184014","DENND5A",7.45912422347789,2.87059936962139e-10,4.70611885060249e-08
"ENSG00000005513","SOX8",7.44977226782548,2.98171063326256e-10,4.81844438335229e-08
"ENSG00000179403","VWA1",7.426303247693,3.27982960260968e-10,5.22555386827052e-08
"ENSG00000100146","SOX10",7.41953186971457,3.37125077798569e-10,5.29660955563529e-08
"ENSG00000242808","SOX2-OT",7.41433234651239,3.44317352275247e-10,5.33550395744875e-08
"ENSG00000162073","PAQR4",7.40223080768527,3.61655734350216e-10,5.51665453834873e-08
"ENSG00000123560","PLP1",7.39945020994121,3.65761218507916e-10,5.51665453834873e-08
"ENSG00000207955","AL359091.1",7.39203582334841,3.76937274367679e-10,5.6104137469042e-08
"ENSG00000175130","MARCKSL1",7.38630217992291,3.85813104458157e-10,5.6679452436762e-08
"ENSG00000108381","ASPA",7.36307487792631,4.2395591017973e-10,6.14844776404244e-08
"ENSG00000283462","AC008505.1",7.34935378033316,4.48233581256947e-10,6.41825097617542e-08
"ENSG00000204655","MOG",7.34152324535009,4.6270565113804e-10,6.54265790709188e-08
"ENSG00000011426","ANLN",7.32182752697718,5.01201920275091e-10,6.99950138537263e-08
"ENSG00000141458","NPC1",7.30257392120554,5.41921669710048e-10,7.47587552165861e-08
"ENSG00000107798","LIPA",7.28848401527379,5.73797780071532e-10,7.82024155201104e-08
"ENSG00000186318","BACE1",7.28013584551093,5.93559928971908e-10,7.99327371015503e-08
"ENSG00000176485","PLAAT3",7.26169653451941,6.39650352053511e-10,8.34774793373937e-08
"ENSG00000174607","UGT8",7.26102615774911,6.413916674479e-10,8.34774793373937e-08
"ENSG00000013297","CLDN11",7.26078435097762,6.42020924889786e-10,8.34774793373937e-08
"ENSG00000136541","ERMN",7.20826307884596,7.94378183185549e-10,1.01333894988853e-07
"ENSG00000128283","CDC42EP1",7.20736663499005,7.9726985979561e-10,1.01333894988853e-07
"ENSG00000126803","HSPA2",7.20299638532965,8.11518144016753e-10,1.01998813834639e-07
"ENSG00000103540","CCP110",7.19153882260736,8.50090645468264e-10,1.05672806390517e-07
"ENSG00000167123","CERCAM",7.18020350415491,8.90050769504392e-10,1.09437546789497e-07
"ENSG00000136867","SLC31A2",7.14964205780566,1.00737116472509e-09,1.21732846325735e-07
"ENSG00000086205","FOLH1",7.14861508359505,1.01157068198542e-09,1.21732846325735e-07
"ENSG00000227544","AC018647.1",7.14078974702619,1.04414880802094e-09,1.24330645435083e-07
"ENSG00000183077","AFMID",7.09695195510917,1.24697680556681e-09,1.4693543358929e-07
"ENSG00000196547","MAN2A2",7.09126515609625,1.27601757136693e-09,1.47620650565011e-07
"ENSG00000167106","FAM102A",7.08906961773584,1.28740908839373e-09,1.47620650565011e-07
"ENSG00000099194","SCD",7.0873620546404,1.29633879959541e-09,1.47620650565011e-07
"ENSG00000183960","KCNH8",7.08571859254883,1.30499160683354e-09,1.47620650565011e-07
"ENSG00000204278","TMEM235",7.07176303859049,1.38082669656666e-09,1.54652590015466e-07
"ENSG00000065361","ERBB3",7.06494234655927,1.41947331111455e-09,1.57050640765831e-07
"ENSG00000092421","SEMA6A",7.0631157184521,1.43000495039609e-09,1.57050640765831e-07
"ENSG00000197430","OPALIN",7.050483122206,1.50500300062752e-09,1.63698018683639e-07
"ENSG00000176912","TYMSOS",7.04523732609386,1.53728709230042e-09,1.65617062743832e-07
"ENSG00000124374","PAIP2B",7.01234704243716,1.7560359807666e-09,1.87398858626715e-07
"ENSG00000168297","PXK",7.00583170200455,1.8029176261714e-09,1.90603777450942e-07
"ENSG00000117115","PADI2",7.00308476498249,1.82305531604033e-09,1.90948164213409e-07
"ENSG00000197971","MBP",6.98406572687491,1.96876809191235e-09,2.04138053106246e-07
"ENSG00000164124","TMEM144",6.98202499839165,1.98507654187474e-09,2.04138053106246e-07
"ENSG00000128242","GAL3ST1",6.97846951059826,2.01381238971876e-09,2.05227439211699e-07
"ENSG00000167641","PPP1R14A",6.97057874073406,2.07907578292534e-09,2.09490213960331e-07
"ENSG00000179178","TMEM125",6.96896503884553,2.09267982474518e-09,2.09490213960331e-07
"ENSG00000084453","SLCO1A2",6.96296414367144,2.14405211907081e-09,2.12750154130957e-07
"ENSG00000140479","PCSK6",6.95648083702223,2.20096713333076e-09,2.16498610541197e-07
"ENSG00000196187","TMEM63A",6.95164171981748,2.24442712275088e-09,2.18870341487568e-07
"ENSG00000016602","CLCA4",6.9345377943475,2.40500223629664e-09,2.32524660658014e-07
"ENSG00000165410","CFL2",6.91987560219632,2.55173189971187e-09,2.44620264826616e-07
"ENSG00000112561","TFEB",6.8977787901797,2.78987557750091e-09,2.65202290190675e-07
"ENSG00000167191","GPRC5B",6.88750026980897,2.90807076463556e-09,2.74134137412979e-07
"ENSG00000168314","MOBP",6.86509643322289,3.18326291307038e-09,2.97595620435142e-07
"ENSG00000163531","NFASC",6.85678449140569,3.29182884376819e-09,3.05192232588131e-07
"ENSG00000135720","DYNC1LI2",6.85478579421149,3.31847989819131e-09,3.05192232588131e-07
"ENSG00000139438","FAM222A",6.83401696213946,3.60845634103293e-09,3.29184339756166e-07
"ENSG00000005893","LAMP2",6.82058628590624,3.80927166284986e-09,3.44723848401261e-07
"ENSG00000101265","RASSF2",6.80633039962523,4.0346090206857e-09,3.60120531536145e-07
"ENSG00000179104","TMTC2",6.80581014515323,4.04307881056316e-09,3.60120531536145e-07
"ENSG00000167755","KLK6",6.79915290965067,4.15303444688796e-09,3.67024419243723e-07
"ENSG00000008294","SPAG9",6.7863761989134,4.37247044168133e-09,3.83421594079839e-07
"ENSG00000198121","LPAR1",6.77148714928242,4.6427842202648e-09,4.0399365461258e-07
"ENSG00000126860","EVI2A",6.76950993132343,4.67991024861435e-09,4.04115608643706e-07
"ENSG00000166086","JAM3",6.74813494228187,5.10062605470933e-09,4.32577023943976e-07
"ENSG00000198740","ZNF652",6.74700983731548,5.12378533800186e-09,4.32577023943976e-07
"ENSG00000188580","NKAIN2",6.7469881499258,5.12423278010014e-09,4.32577023943976e-07
"ENSG00000146122","DAAM2",6.73718293122636,5.33056385253337e-09,4.4666176518413e-07
"ENSG00000166348","USP54",6.71827081019171,5.75216600671725e-09,4.78444866676365e-07
"ENSG00000109846","CRYAB",6.70464153862639,6.07641652829715e-09,5.01725720935017e-07
"ENSG00000090097","PCBP4",6.70040689381523,6.18081747845771e-09,5.05022614764316e-07
"ENSG00000197892","KIF13B",6.69762864897548,6.25027988569698e-09,5.05022614764316e-07
"ENSG00000164161","HHIP",6.69163857770768,6.40269885601027e-09,5.13374909168935e-07
"ENSG00000039319","ZFYVE16",6.68965197374946,6.45406063449727e-09,5.13374909168935e-07
"ENSG00000158715","SLC45A3",6.68827890060211,6.48979950593686e-09,5.13374909168935e-07
"ENSG00000224795","NTM-AS1",6.68288981578067,6.63198155836394e-09,5.20978995751479e-07
"ENSG00000111276","CDKN1B",6.67909052190033,6.73407790895289e-09,5.25350960731552e-07
"ENSG00000112531","QKI",6.67190022914316,6.93159731731273e-09,5.37056362009874e-07
"ENSG00000204282","TNRC6C-AS1",6.66398012760426,7.1558404489076e-09,5.50658960258795e-07
"ENSG00000100697","DICER1",6.65796162480336,7.33105545579547e-09,5.58825383301853e-07
"ENSG00000092871","RFFL",6.65695530549157,7.360765745401e-09,5.58825383301853e-07
"ENSG00000213186","TRIM59",6.65498903939708,7.4191632863462e-09,5.59503833967655e-07
"ENSG00000081913","PHLPP1",6.65323427095537,7.47166842118335e-09,5.5973187536706e-07
"ENSG00000171840","NINJ2",6.63286925510249,8.10873049227474e-09,6.03460258740867e-07
"ENSG00000100596","SPTLC2",6.61137039751023,8.83993976397501e-09,6.50888701330644e-07
"ENSG00000160285","LSS",6.61077467459541,8.86110855771916e-09,6.50888701330644e-07
"ENSG00000109099","PMP22",6.60755461359862,8.97640788201459e-09,6.55104038460316e-07
"ENSG00000150656","CNDP1",6.59791557266929,9.33054106880972e-09,6.765838498101e-07
"ENSG00000049245","VAMP3",6.59269077829084,9.52826758080811e-09,6.86520782637588e-07
"ENSG00000115468","EFHD1",6.58561461015792,9.80271479753475e-09,7.01824745504513e-07
"ENSG00000180739","S1PR5",6.58402180945029,9.8655667580988e-09,7.01882334387507e-07
"ENSG00000070759","TESK2",6.57015325452596,1.0430029507942e-08,7.37403086211496e-07
"ENSG00000141934","PLPP2",6.56392204872457,1.06939893873645e-08,7.51368993477438e-07
"ENSG00000169562","GJB1",6.55080035145703,1.12717498636928e-08,7.87074286778354e-07
"ENSG00000176381","PRR18",6.54677167769065,1.1455284712674e-08,7.94982703495512e-07
"ENSG00000163517","HDAC11",6.5439309375111,1.15864834979868e-08,7.99184764202599e-07
"ENSG00000154945","ANKRD40",6.5336721052377,1.20728430233066e-08,8.27684850179662e-07
"ENSG00000129538","RNASE1",6.52698699738547,1.2400641447229e-08,8.45036482235265e-07
"ENSG00000166912","MTMR10",6.52004619802032,1.27503387788569e-08,8.63663666266044e-07
"ENSG00000184007","PTP4A2",6.51380234439107,1.30732866045833e-08,8.80267964708608e-07
"ENSG00000275832","ARHGAP23",6.50607989404675,1.34839758687242e-08,8.9723961780593e-07
"ENSG00000171368","TPPP",6.49709724823884,1.39778373641075e-08,9.2466255124435e-07
"ENSG00000113269","RNF130",6.48346834087825,1.47616762187167e-08,9.65225903966027e-07
"ENSG00000114993","RTKN",6.47337894587636,1.53699381488948e-08,9.99222645633899e-07
"ENSG00000064787","BCAS1",6.47157138955781,1.54815116098208e-08,1.00072491045882e-06
"ENSG00000129932","DOHH",6.46721080115065,1.57539970283639e-08,1.01156676722721e-06
"ENSG00000079337","RAPGEF3",6.46603809583196,1.58280867927172e-08,1.01156676722721e-06
"ENSG00000023191","RNH1",6.43618264427144,1.78354199480959e-08,1.13345095760034e-06
"ENSG00000177156","TALDO1",6.42195457610504,1.88790894666965e-08,1.19307407847638e-06
"ENSG00000184221","OLIG1",6.42025766609293,1.90075429314482e-08,1.19451847578079e-06
"ENSG00000169554","ZEB2",6.41423919446079,1.94701705088655e-08,1.21683187180269e-06
"ENSG00000150510","FAM124A",6.40998434065949,1.98039631001177e-08,1.23089247576116e-06
"ENSG00000115365","LANCL1",6.38834762239571,2.15913255781332e-08,1.33465068273138e-06
"ENSG00000141524","TMC6",6.383486428033,2.20144353343451e-08,1.35340919838104e-06
"ENSG00000130962","PRRG1",6.37566804581169,2.27122670117507e-08,1.3887630510104e-06
"ENSG00000122545","SEPTIN7",6.37123055138028,2.311806147734e-08,1.40597586791221e-06
"ENSG00000166394","CYB5R2",6.36733201914853,2.34805047311578e-08,1.42038218994041e-06
"ENSG00000119280","C1orf198",6.36234577978089,2.39523043001516e-08,1.44121524597508e-06
"ENSG00000126878","AIF1L",6.35196336447275,2.496510413982e-08,1.49420771444256e-06
"ENSG00000021300","PLEKHB1",6.32395713471849,2.79140667232262e-08,1.63868173000613e-06
"ENSG00000103978","TMEM87A",6.32355878395172,2.79584135335204e-08,1.63868173000613e-06
"ENSG00000066468","FGFR2",6.31824130768351,2.85571270923242e-08,1.66514547251738e-06
"ENSG00000097007","ABL1",6.31302493141086,2.91568181471296e-08,1.69139449682221e-06
"ENSG00000104419","NDRG1",6.31133566740026,2.9353687579543e-08,1.69412711173362e-06
"ENSG00000144283","PKP4",6.2873607540059,3.22942170997775e-08,1.85437656767859e-06
"ENSG00000153707","PTPRD",6.24570629226091,3.81143785906049e-08,2.17752449806527e-06
"ENSG00000148541","FAM13C",6.22767690217143,4.09456558724042e-08,2.31588629614318e-06
"ENSG00000154678","PDE1C",6.22553308107809,4.12958963788606e-08,2.32407552158045e-06
"ENSG00000206053","JPT2",6.22337843195101,4.1650899731639e-08,2.33245038497178e-06
"ENSG00000186417","GLDN",6.19854769202139,4.59670724884775e-08,2.54891923524342e-06
"ENSG00000130005","GAMT",6.16876018007684,5.17334108269886e-08,2.85467484524339e-06
"ENSG00000165476","REEP3",6.16344930965895,5.28343533579596e-08,2.90127284070504e-06
"ENSG00000078804","TP53INP2",6.1614592157619,5.32528553161291e-08,2.91012704993262e-06
"ENSG00000099282","TSPAN15",6.15061479974628,5.55917681045488e-08,3.02333692691662e-06
"ENSG00000167995","BEST1",6.14349430892869,5.71826025134593e-08,3.09497416091986e-06
"ENSG00000165478","HEPACAM",6.14202960152337,5.75153956965207e-08,3.09816264818592e-06
"ENSG00000079435","LIPE",6.13973437816785,5.8040754012492e-08,3.11164459426213e-06
"ENSG00000064651","SLC12A2",6.12557501320851,6.1388533121954e-08,3.27559946545068e-06
"ENSG00000119139","TJP2",6.10871880589475,6.56242323359244e-08,3.46888465506531e-06
"ENSG00000237949","LINC00844",6.10719460411196,6.60212266479887e-08,3.47363774810255e-06
"ENSG00000177105","RHOG",6.10489947659743,6.66235108985005e-08,3.48909794112888e-06
"ENSG00000183283","DAZAP2",6.10206152042405,6.73757768387727e-08,3.51057438633944e-06
"ENSG00000129422","MTUS1",6.10101881217359,6.76542800762021e-08,3.51057438633944e-06
"ENSG00000114541","FRMD4B",6.09611926204164,6.89782804116516e-08,3.56293291331782e-06
"ENSG00000122367","LDB3",6.0839981611795,7.23651022476085e-08,3.72088198465885e-06
"ENSG00000235823","OLMALINC",6.080573462409,7.3351518762673e-08,3.75453565720976e-06
"ENSG00000170584","NUDCD2",6.07715102610162,7.43505906708287e-08,3.78853099850637e-06
"ENSG00000089041","P2RX7",6.07398025680208,7.52882221631955e-08,3.81910479421555e-06
"ENSG00000165424","ZCCHC24",6.06786357548997,7.71302119538318e-08,3.87776425609664e-06
"ENSG00000071054","MAP4K4",6.06631012157351,7.76050878995914e-08,3.88437501911583e-06
"ENSG00000204580","DDR1",6.06272138420146,7.87132335821559e-08,3.92248501445527e-06
"ENSG00000250722","SELENOP",6.05310185618971,8.17615117130049e-08,4.03880445632101e-06
"ENSG00000198732","SMOC1",6.05149401997557,8.22822936724449e-08,4.0468578522726e-06
"ENSG00000116574","RHOU",6.04571170486029,8.41825016013251e-08,4.12239159356792e-06
"ENSG00000225140","AL358216.1",6.02574916889483,9.10828804659242e-08,4.41265308125187e-06
"ENSG00000010278","CD9",6.0252008154843,9.12801291560234e-08,4.41265308125187e-06
"ENSG00000152689","RASGRP3",5.98956622469041,1.05047637058181e-07,5.01391928439722e-06
"ENSG00000110315","RNF141",5.98668518874297,1.06246646210113e-07,5.03240415140012e-06
"ENSG00000077380","DYNC1I2",5.98649884237219,1.06324663382658e-07,5.03240415140012e-06
"ENSG00000047365","ARAP2",5.9738546817222,1.11752996800729e-07,5.2672912492077e-06
"ENSG00000137710","RDX",5.9683365667538,1.14207167353234e-07,5.36062853568375e-06
"ENSG00000159176","CSRP1",5.96444158602907,1.15971497435455e-07,5.42094867351187e-06
"ENSG00000146592","CREB5",5.96128648729233,1.17420436610976e-07,5.46609044832659e-06
"ENSG00000141338","ABCA8",5.94421604647103,1.25576161663161e-07,5.82179319972821e-06
"ENSG00000187239","FNBP1",5.93552230064943,1.29942752463585e-07,5.95225681555131e-06
"ENSG00000166016","ABTB2",5.93547124952927,1.29968832517784e-07,5.95225681555131e-06
"ENSG00000099331","MYO9B",5.93062038347573,1.32470730433087e-07,6.04237460749627e-06
"ENSG00000143418","CERS2",5.92768488465067,1.34007838578392e-07,6.07948995817263e-06
"ENSG00000159713","TPPP3",5.92531063173423,1.35263962538045e-07,6.09603961844766e-06
"ENSG00000117632","STMN1",5.91619418581682,1.40196305745615e-07,6.29325639124761e-06
"ENSG00000154642","C21orf91",5.91460010134389,1.41076862682273e-07,6.30093139297358e-06
"ENSG00000133835","HSD17B4",5.91292727183905,1.42006802393591e-07,6.30093139297358e-06
"ENSG00000129515","SNX6",5.91239850582254,1.4230200742828e-07,6.30093139297358e-06
"ENSG00000049089","COL9A2",5.90849770743546,1.44498629198962e-07,6.31747486538629e-06
"ENSG00000060237","WNK1",5.90823959627422,1.44645154714909e-07,6.31747486538629e-06
"ENSG00000264522","OTUD7B",5.88957445090796,1.55640077823848e-07,6.77154061670526e-06
"ENSG00000158859","ADAMTS4",5.88033724557681,1.61383232231027e-07,6.99451004979839e-06
"ENSG00000162819","BROX",5.85624024127746,1.7737081159539e-07,7.65808633880552e-06
"ENSG00000168481","LGI3",5.85444124323997,1.78625369135775e-07,7.66783160465264e-06
"ENSG00000245293","AC096564.1",5.85384126786536,1.79045718984158e-07,7.66783160465264e-06
"ENSG00000008282","SYPL1",5.85300951696945,1.79630072067976e-07,7.66783160465264e-06
"ENSG00000176658","MYO1D",5.84175625816548,1.87724000765528e-07,7.95331047438071e-06
"ENSG00000073417","PDE8A",5.83453082946254,1.9310994512295e-07,8.12066802688032e-06
"ENSG00000168758","SEMA4C",5.82067447406832,2.03869671907895e-07,8.54138418008189e-06
"ENSG00000159228","CBR1",5.80891528712213,2.13464309624039e-07,8.87972451381273e-06
"ENSG00000112893","MAN2A1",5.80860810291691,2.13720842063463e-07,8.87972451381273e-06
"ENSG00000108639","SYNGR2",5.8079155929515,2.14300282202164e-07,8.87972451381273e-06
"ENSG00000104412","EMC2",5.7978352446718,2.22912702028281e-07,9.2028776837369e-06
"ENSG00000188153","COL4A5",5.79357231893482,2.26656974540714e-07,9.31733912433032e-06
"ENSG00000166173","LARP6",5.78265417547803,2.36532616764631e-07,9.64180447706432e-06
"ENSG00000117408","IPO13",5.78219858375432,2.36953822898151e-07,9.64180447706432e-06
"ENSG00000127946","HIP1",5.77834087516544,2.40550214723391e-07,9.75306103566667e-06
"ENSG00000185736","ADARB2",5.74892624708116,2.6980496898772e-07,1.08228149262024e-05
"ENSG00000134716","CYP2J2",5.73974183785673,2.79640031379547e-07,1.11383381512867e-05
"ENSG00000187775","DNAH17",5.7377717216636,2.81795412921906e-07,1.11848060034126e-05
"ENSG00000137497","NUMA1",5.71764124141754,3.04781493021685e-07,1.20128510420255e-05
"ENSG00000239922","AC092958.1",5.70957234000699,3.14506473640747e-07,1.23531153813338e-05
"ENSG00000117691","NENF",5.70769745095818,3.16809689663361e-07,1.23992353730028e-05
"ENSG00000165175","MID1IP1",5.70683650109945,3.17872901182003e-07,1.23992353730028e-05
"ENSG00000160307","S100B",5.70422712185235,3.21116871249086e-07,1.24827286858064e-05
"ENSG00000147459","DOCK5",5.69582760544721,3.31782745158526e-07,1.28061586982181e-05
"ENSG00000175155","YPEL2",5.69390835480433,3.34268530067434e-07,1.28177817360095e-05
"ENSG00000168264","IRF2BP2",5.68741125565908,3.4282077205206e-07,1.31013127481517e-05
"ENSG00000158352","SHROOM4",5.65946334384088,3.82140444630235e-07,1.45547902682061e-05
"ENSG00000270419","CAHM",5.65096956592317,3.94949421287295e-07,1.49921740053754e-05
"ENSG00000118298","CA14",5.64870992362911,3.98427841491715e-07,1.50736312473387e-05
"ENSG00000044115","CTNNA1",5.64657489089569,4.01742219915373e-07,1.51483599722757e-05
"ENSG00000131386","GALNT15",5.64354137995661,4.06498229819656e-07,1.5276770683455e-05
"ENSG00000064393","HIPK2",5.63710662340648,4.1677153707605e-07,1.56109921437228e-05
"ENSG00000125247","TMTC4",5.62663358565433,4.34042692006539e-07,1.6197834121983e-05
"ENSG00000164300","SERINC5",5.62588584216634,4.35302472868001e-07,1.6197834121983e-05
"ENSG00000123636","BAZ2B",5.62387475035856,4.38708645879483e-07,1.62710564006187e-05
"ENSG00000107362","ABHD17B",5.62055440074695,4.44389953135472e-07,1.64279057185244e-05
"ENSG00000001461","NIPAL3",5.61831800037643,4.48257420438414e-07,1.65168988273594e-05
"ENSG00000149798","CDC42EP2",5.61426978969714,4.5534276265511e-07,1.66156042940471e-05
"ENSG00000214253","FIS1",5.60889425346964,4.64922305284745e-07,1.69106145253409e-05
"ENSG00000170802","FOXN2",5.60501521616897,4.71958255175006e-07,1.70025216004448e-05
"ENSG00000176463","SLCO3A1",5.59189398925924,4.96545797245367e-07,1.77079876350437e-05
"ENSG00000198818","SFT2D1",5.59159794009066,4.97114890957928e-07,1.77079876350437e-05
"ENSG00000100842","EFS",5.59135834331698,4.97575937634676e-07,1.77079876350437e-05
"ENSG00000079805","DNM2",5.5912407667915,4.97802339811165e-07,1.77079876350437e-05
"ENSG00000180891","CUEDC1",5.57800657543367,5.23946069768224e-07,1.85214935663067e-05
"ENSG00000114796","KLHL24",5.57489179973925,5.30293477598785e-07,1.86874760703971e-05
"ENSG00000214140","PRCD",5.57229500293035,5.35643262053179e-07,1.8817380684303e-05
"ENSG00000116584","ARHGEF2",5.56639234759253,5.48002434814891e-07,1.91327269834137e-05
"ENSG00000001084","GCLC",5.56464644633508,5.51711665175581e-07,1.9202961096819e-05
"ENSG00000106397","PLOD3",5.56190990086773,5.57575438362265e-07,1.93140078078102e-05
"ENSG00000076928","ARHGEF1",5.55446773458399,5.7383493766357e-07,1.97903073623485e-05
"ENSG00000148180","GSN",5.54724661809261,5.90058178594151e-07,2.02879578001734e-05
"ENSG00000196517","SLC6A9",5.54525744183974,5.94606048221639e-07,2.03555868637888e-05
"ENSG00000148218","ALAD",5.5448142372107,5.95624049850964e-07,2.03555868637888e-05
"ENSG00000135929","CYP27A1",5.53268019178703,6.24172369981483e-07,2.12669814735859e-05
"ENSG00000152700","SAR1B",5.52932580543478,6.32299659819912e-07,2.14792004561046e-05
"ENSG00000174307","PHLDA3",5.52819865778163,6.35053960017818e-07,2.15081748374897e-05
"ENSG00000112851","ERBIN",5.52071083713916,6.53653910720898e-07,2.20063483276036e-05
"ENSG00000119950","MXI1",5.51777220674851,6.6109940827178e-07,2.21909688616331e-05
"ENSG00000108669","CYTH1",5.51470017962128,6.68972278394918e-07,2.23888000390631e-05
